,Text,Questions,Answers
112,Shias believe that Imamah is of the Principles of Faith (Usul al-Din).As the verse 4:165 of quran expresses the necessity to the appointment of the prophets; so after the demise of the prophet who will play the role of the prophet; till the people have not any plea against Allah.So the same logic that necessitated the assignment of prophets also is applied for Imamah.That is Allah Must assign someone similar to prophet in his attributes and Ismah as his successor to guide the people without any deviation in religion. They refer to the verse (...This day I have perfected for you your religion and completed My favor upon you and have approved for you Islam as religion...) 5:3 of Quran which was revealed to the prophet when he appointed Ali as his successor at the day of Ghadir Khumm.,"['Who believe that Imamah is of the Principles of Faith?', ""On what day was Ali appointed as the prophet's successor?"", 'What verse in the quran expresses the necessity to the appointment of the prophets?', 'Who must assign a successor after the demise of a prophet?', 'What must a prophet do?']","[[{'text': 'Shias', 'answer_start': 0}], [{'text': 'Ghadir Khumm', 'answer_start': 779}], [{'text': '4:165', 'answer_start': 83}], [{'text': 'Allah', 'answer_start': 378}], [{'text': 'guide the people', 'answer_start': 471}]]"
113,"Pitch is an auditory sensation in which a listener assigns musical tones to relative positions on a musical scale based primarily on their perception of the frequency of vibration. Pitch is closely related to frequency, but the two are not equivalent. Frequency is an objective, scientific attribute that can be measured. Pitch is each person's subjective perception of a sound, which cannot be directly measured. However, this does not necessarily mean that most people won't agree on which notes are higher and lower.","['What type of sensation is pitch?', 'What is pitch closely related to?', 'Each persons perception of sound is called?']","[[{'text': 'auditory', 'answer_start': 12}], [{'text': 'frequency', 'answer_start': 209}], [{'text': 'Pitch', 'answer_start': 322}]]"
114,"The motif of the England national football team has three lions passant guardant, the emblem of King Richard I, who reigned from 1189 to 1199. The lions, often blue, have had minor changes to colour and appearance. Initially topped by a crown, this was removed in 1949 when the FA was given an official coat of arms by the College of Arms; this introduced ten Tudor roses, one for each of the regional branches of the FA. Since 2003, England top their logo with a star to recognise their World Cup win in 1966; this was first embroidered onto the left sleeve of the home kit, and a year later was moved to its current position, first on the away shirt.","['When did King Richard I begin his reign?', ""Which animal is the main motif of England's national football team?"", ""What type of headgear originally appeared on the lions' heads on England's national football team motif?"", 'In which year was the FA given an official coat of arms by the College of Arms?', 'Since 2003, England has topped their logo with a star to recognize their World Cup win in which year?', 'In what year was King Richard I born?', 'Where is the English logo currently embroidered on their shirts?', ""What colour are the ten Tudor roses on England's shirts?"", 'In what year was the College of Arms established?', 'Who established the College of Arms?']","[[{'text': '1189', 'answer_start': 129}], [{'text': 'lions', 'answer_start': 58}], [{'text': 'a crown', 'answer_start': 235}], [{'text': '1949', 'answer_start': 264}], [{'text': '1966', 'answer_start': 505}], [], [], [], [], []]"
115,"In August 1836, two real estate entrepreneurs—Augustus Chapman Allen and John Kirby Allen—from New York, purchased 6,642 acres (26.88 km2) of land along Buffalo Bayou with the intent of founding a city. The Allen brothers decided to name the city after Sam Houston, the popular general at the Battle of San Jacinto, who was elected President of Texas in September 1836. The great majority of slaves in Texas came with their owners from the older slave states. Sizable numbers, however, came through the domestic slave trade. New Orleans was the center of this trade in the Deep South, but there were slave dealers in Houston. Thousands of enslaved African-Americans lived near the city before the Civil War. Many of them near the city worked on sugar and cotton plantations, while most of those in the city limits had domestic and artisan jobs. In 1860 forty-nine percent of the city's population was enslaved. A few slaves, perhaps as many as 2,000 between 1835 and 1865, came through the illegal African trade. Post-war Texas grew rapidly as migrants poured into the cotton lands of the state. They also brought or purchased enslaved African Americans, whose numbers nearly tripled in the state from 1850 to 1860, from 58,000 to 182,566.","['Where were Augustus Chapman Allen and John Kirby Allen from?', 'How many acres of land did Augustus Chapman Allen and John Kirby Allen purchase in 1836?', 'What was the reason the Allen brothers purchased land in 1836?', 'Who did the Allen brothers name the city they founded after?', 'In what year was Sam Houston elected President of Texas?', 'Who bought land along Buffalo Bayou to build a city?', 'How much land did the Allen brothers buy?', 'After which famous general was the city named?', ""In 1860 what percentage of the city's population was slaves?"", 'How much did the slave population of Houston increase from 1850 to 1860?', 'Who originally came from Houston and moved to New York?', 'How many acres of land did Augustus Chapman Allen and John Kirby Allen purchase in 1936?', ' What was the reason the Allen brothers sold land in 1836?', 'What did the Allen brothers name the city they founded after?', "" In 1830 what percentage of the city's population was slaves?""]","[[{'text': 'New York', 'answer_start': 95}], [{'text': '6,642', 'answer_start': 115}], [{'text': 'founding a city', 'answer_start': 186}], [{'text': 'Sam Houston', 'answer_start': 253}], [{'text': '1836', 'answer_start': 364}], [{'text': 'Allen brothers', 'answer_start': 207}], [{'text': '6,642 acres', 'answer_start': 115}], [{'text': 'Sam Houston', 'answer_start': 253}], [{'text': 'forty-nine percent', 'answer_start': 853}], [{'text': 'tripled', 'answer_start': 1176}], [], [], [], [], []]"
116,"In the Roman era, copper was principally mined on Cyprus, the origin of the name of the metal from aes сyprium (metal of Cyprus), later corrupted to сuprum, from which the words copper (English), cuivre (French), Koper (Dutch) and Kupfer (German) are all derived. Its compounds are commonly encountered as copper(II) salts, which often impart blue or green colors to minerals such as azurite, malachite and turquoise and have been widely used historically as pigments. Architectural structures built with copper corrode to give green verdigris (or patina). Decorative art prominently features copper, both by itself and in the form of pigments.","['Where was copper mostly mined at in the Roman era?', 'What term does the name copper originate from?', 'What componds are common in copper?', 'What is one color common in copper salts?', 'What is the name of the color pigment on building structures that are made using copper.', 'Where was copper glowing at in the Roman era?', 'What compounds are radioactive in copper?', 'What is the name of the color pigment on water that is made using copper?', 'What term means that copper is an imaginary substance?', 'What color is most rare in copper salts?']","[[{'text': 'Cyprus', 'answer_start': 50}], [{'text': 'сuprum', 'answer_start': 149}], [{'text': 'copper(II) salts', 'answer_start': 306}], [{'text': 'blue', 'answer_start': 343}], [{'text': 'green verdigris', 'answer_start': 528}], [], [], [], [], []]"
117,"A psychological identity relates to self-image (one's mental model of oneself), self-esteem, and individuality. Consequently, Weinreich gives the definition ""A person's identity is defined as the totality of one's self-construal, in which how one construes oneself in the present expresses the continuity between how one construes oneself as one was in the past and how one construes oneself as one aspires to be in the future""; this allows for definitions of aspects of identity, such as: ""One's ethnic identity is defined as that part of the totality of one's self-construal made up of those dimensions that express the continuity between one's construal of past ancestry and one's future aspirations in relation to ethnicity"" (Weinreich, 1986a).","['Self-image, self-esteem, and individuality relate to what?', 'What aspect or type of identity does Weinreich single out?', 'What psychological concept does Weinreich state as between the past and future?', ""A person's identity is defined as the totality of what?"", 'What does the physical identity relate to?', ""What is defined as part of the totality of one's self construal that expresses discord between once construal of past ancestry?"", 'What relates to once image of others?', 'What is defined as how one aspires to construe oneself in the past and how one construes oneself in the future?']","[[{'text': 'A psychological identity', 'answer_start': 0}], [{'text': 'ethnic identity', 'answer_start': 497}], [{'text': 'identity', 'answer_start': 169}], [{'text': ""one's self-construal"", 'answer_start': 208}], [], [], [], []]"
118,"The economy of Himachal Pradesh is currently the third-fastest growing economy in India.[citation needed] Himachal Pradesh has been ranked fourth in the list of the highest per capita incomes of Indian states. This has made it one of the wealthiest places in the entire South Asia. Abundance of perennial rivers enables Himachal to sell hydroelectricity to other states such as Delhi, Punjab, and Rajasthan. The economy of the state is highly dependent on three sources: hydroelectric power, tourism, and agriculture.[citation needed]","['What is the third fastest growing economy in India?', 'What is Himachal Pradesh ranked in the highest per capita of Indian States?', 'What enables Himachal to sell hydroelectricity to other states?', 'What three things is the economy of the state dependent on?', 'What other Indian states does it sell hydroelectricity to?', 'What is the third fastest growing economy in Delhi?', 'What is Rajasthan ranked in the highest per capita of Indian States?', 'What dies Punjab sell to other states?', ""What are three things that Delhi's economy is dependent on?"", 'What is the economy like in Rajasthan?']","[[{'text': 'Himachal Pradesh', 'answer_start': 15}], [{'text': 'fourth', 'answer_start': 139}], [{'text': 'Abundance of perennial rivers', 'answer_start': 282}], [{'text': 'hydroelectric power, tourism, and agriculture', 'answer_start': 471}], [{'text': 'Delhi, Punjab, and Rajasthan', 'answer_start': 378}], [], [], [], [], []]"
119,"Nonverbal communication describes the process of conveying meaning in the form of non-word messages. Examples of nonverbal communication include haptic communication, chronemic communication, gestures, body language, facial expression, eye contact, and how one dresses. Nonverbal communication also relates to intent of a message. Examples of intent are voluntary, intentional movements like shaking a hand or winking, as well as involuntary, such as sweating. Speech also contains nonverbal elements known as paralanguage, e.g. rhythm, intonation, tempo, and stress. There may even be a pheromone component. Research has shown that up to 55% of human communication may occur through non-verbal facial expressions, and a further 38% through paralanguage. It affects communication most at the subconscious level and establishes trust. Likewise, written texts include nonverbal elements such as handwriting style, spatial arrangement of words and the use of emoticons to convey emotion.","['What is nonverbal communication?', 'What is one example of nonverbal communication?', 'What is an example of a voluntary intent of a message related to nonverbal communication?', 'What is an example of an involuntary intent of a message related to nonverbal communication?', 'What percentage of human communication occurs through nonverbal facial expressions?', 'What is an example of paralanguage?', 'Dopamine levels can show what type of communication?', 'Improper communication establishes what?', 'What percentage of human communication occurs through foot tapping?', 'What is verbal communication?']","[[{'text': 'conveying meaning in the form of non-word messages', 'answer_start': 49}], [{'text': 'body language', 'answer_start': 202}], [{'text': 'shaking a hand', 'answer_start': 392}], [{'text': 'sweating', 'answer_start': 451}], [{'text': '55%', 'answer_start': 639}], [], [], [], [], []]"
120,"Grapes are a type of fruit that grow in clusters of 15 to 300, and can be crimson, black, dark blue, yellow, green, orange, and pink. ""White"" grapes are actually green in color, and are evolutionarily derived from the purple grape. Mutations in two regulatory genes of white grapes turn off production of anthocyanins, which are responsible for the color of purple grapes. Anthocyanins and other pigment chemicals of the larger family of polyphenols in purple grapes are responsible for the varying shades of purple in red wines. Grapes are typically an ellipsoid shape resembling a prolate spheroid.","['What color are white grapes?', 'What gene makes grapes purple?', 'What shape do grapes usually resemble?', 'What type of food are grapes?', 'How many grapes are generally in a cluster?']","[[{'text': 'green', 'answer_start': 162}], [{'text': 'anthocyanins', 'answer_start': 305}], [{'text': 'prolate spheroid', 'answer_start': 583}], [{'text': 'fruit', 'answer_start': 21}], [{'text': '15 to 300', 'answer_start': 52}]]"
121,"Computer security, also known as cybersecurity or IT security, is the protection of information systems from theft or damage to the hardware, the software, and to the information on them, as well as from disruption or misdirection of the services they provide. It includes controlling physical access to the hardware, as well as protecting against harm that may come via network access, data and code injection, and due to malpractice by operators, whether intentional, accidental, or due to them being tricked into deviating from secure procedures.","['What must an operator deviate from to harm the computer?', 'What is computer security also known as?', 'What is the protection of information systems?', 'What are the ways an operator can malpractice?', 'What is the practice that includes controlling physical access to hardware?', 'What is the necessity of having an IT?', 'What can be caused by neglecting a computer security system?', 'What does the IT security protect?', 'How can a computer be attacked?', 'How does IT security work?', 'What is the theft or damage to hardware or software?', 'Protecting a device from harm requires deviating from what procedures?', 'What does computer security misdirect?', 'What types of harm can come through network access?', 'Why would IT security partake in malpractice?']","[[{'text': 'secure procedures', 'answer_start': 531}], [{'text': 'cybersecurity or IT security', 'answer_start': 33}], [{'text': 'Computer security', 'answer_start': 0}], [{'text': 'intentional, accidental, or due to them being tricked', 'answer_start': 457}], [{'text': 'Computer security', 'answer_start': 0}], [], [], [], [], [], [], [], [], [], []]"
122,"Orthodox Judaism is the approach to religious Judaism which subscribes to a tradition of mass revelation and adheres to the interpretation and application of the laws and ethics of the Torah as legislated in the Talmudic texts by the Tanaim and Amoraim. These texts were subsequently developed and applied by later authorities, known as the Gaonim, Rishonim, and Acharonim. Orthodox Judaism generally includes Modern Orthodox Judaism (אורתודוקסיה מודרנית) and Ultra-Orthodox or Haredi Judaism (יהדות חרדית), but complete within is a wide range of philosophies. Although Orthodox Judaism would probably be considered the mainstream expression of Judaism prior to the 19th century, for some Orthodox Judaism is a modern self-identification that distinguishes it from traditional pre-modern Judaism.","['What is the approach to Judiasm that subscribes to a tradition of mass revelation?', 'What is the name of the book that has the laws and ethics for Orthodox Judaism?', 'what texts were legislated by the Tanarim and Amoraim?', 'What besides Modern Orthodox Judaism does Orthodox Judaism consist of?', 'Orthodox Judaism is a self-identification that distinguishes it from what?', 'What is Orthodox Christianity a religion that subscribes to?', 'What does Orthodox Christianity adhere to?', 'Who is the Bible legislated by?', 'Where will you not find Modern Judaism?', 'What is a religion with a single philosophy?']","[[{'text': 'Orthodox', 'answer_start': 0}], [{'text': 'Torah', 'answer_start': 185}], [{'text': 'Talmudic', 'answer_start': 212}], [{'text': 'Haredi Judaism', 'answer_start': 478}], [{'text': 'pre-modern Judaism', 'answer_start': 777}], [], [], [], [], []]"
123,"The word ""animal"" comes from the Latin animalis, meaning having breath, having soul or living being. In everyday non-scientific usage the word excludes humans – that is, ""animal"" is often used to refer only to non-human members of the kingdom Animalia; often, only closer relatives of humans such as mammals, or mammals and other vertebrates, are meant. The biological definition of the word refers to all members of the kingdom Animalia, encompassing creatures as diverse as sponges, jellyfish, insects, and humans.","['Where does the word animal come from?', 'What does the Latin word animalis mean?', 'The word animal is usually only used to refer to what?', 'The biological definition of the word animal refers to all member of what kingdom?', 'What are some of the creatures included in the kingdom of Animalia?']","[[{'text': 'Latin animalis', 'answer_start': 33}], [{'text': 'having breath, having soul or living being', 'answer_start': 57}], [{'text': 'non-human members of the kingdom Animalia', 'answer_start': 210}], [{'text': 'Animalia', 'answer_start': 429}], [{'text': 'sponges, jellyfish, insects, and humans', 'answer_start': 476}]]"
124,"The process of making beer is known as brewing. A dedicated building for the making of beer is called a brewery, though beer can be made in the home and has been for much of its history. A company that makes beer is called either a brewery or a brewing company. Beer made on a domestic scale for non-commercial reasons is classified as homebrewing regardless of where it is made, though most homebrewed beer is made in the home. Brewing beer is subject to legislation and taxation in developed countries, which from the late 19th century largely restricted brewing to a commercial operation only. However, the UK government relaxed legislation in 1963, followed by Australia in 1972 and the US in 1978, allowing homebrewing to become a popular hobby.","['What is the process of making beer called?', 'What is a building called that is used for making beer?', 'What is company that makes beer typically known as? ', 'What is beer classified as when it is made for non-commerical consumption? ', 'In what year was home brewing first allowed in the UK?', 'In 1973 what did Australia allow?', 'The US was the last contry to allow homebrewing in which year?', 'A commercial building for brewing beer is called what?', 'Brewing beer is subject to what in all countries?', 'What country relaxed brewing legislation in 1936?', 'What country relaxed brewing legislation in 1927?', 'What country relaxed brewing legislation in 1987?', 'What became a hobby in the US due to relaxed laws in 1987?']","[[{'text': 'brewing', 'answer_start': 39}], [{'text': 'a brewery', 'answer_start': 102}], [{'text': 'a brewing company', 'answer_start': 243}], [{'text': 'homebrewing', 'answer_start': 336}], [{'text': '1963', 'answer_start': 647}], [], [], [], [], [], [], [], []]"
125,"The biggest change in this year's census was in racial classification. Enumerators were instructed to no longer use the ""Mulatto"" classification. Instead, they were given special instructions for reporting the race of interracial persons. A person with both white and black ancestry (termed ""blood"") was to be recorded as ""Negro,"" no matter the fraction of that lineage (the ""one-drop rule""). A person of mixed black and American Indian ancestry was also to be recorded as ""Neg"" (for ""Negro"") unless he was considered to be ""predominantly"" American Indian and accepted as such within the community. A person with both White and American Indian ancestry was to be recorded as an Indian, unless his American Indian ancestry was small, and he was accepted as white within the community. In all situations in which a person had White and some other racial ancestry, he was to be reported as that other race. Persons who had minority interracial ancestry were to be reported as the race of their father.","[""What word was dropped as a racial classification in this year's census?"", 'What were people that had black and white ancestor classified as in this census? ', 'How were people with both black and American Indian ancestry recorded in this census? ', 'What is it called when a mixed race person in recorded as negro in this census, even if only a fraction of their ancestry is black?', 'Which parent was the deciding factor for how interracial persons were recorded in this census? ']","[[{'text': 'Mulatto', 'answer_start': 121}], [{'text': 'Negro', 'answer_start': 323}], [{'text': 'Neg', 'answer_start': 474}], [{'text': 'one-drop rule', 'answer_start': 376}], [{'text': 'their father', 'answer_start': 985}]]"
126,"Unlike the Spanish milled dollar the U.S. dollar is based upon a decimal system of values. In addition to the dollar the coinage act officially established monetary units of mill or one-thousandth of a dollar (symbol ₥), cent or one-hundredth of a dollar (symbol ¢), dime or one-tenth of a dollar, and eagle or ten dollars, with prescribed weights and composition of gold, silver, or copper for each. It was proposed in the mid-1800s that one hundred dollars be known as a union, but no union coins were ever struck and only patterns for the $50 half union exist. However, only cents are in everyday use as divisions of the dollar; ""dime"" is used solely as the name of the coin with the value of 10¢, while ""eagle"" and ""mill"" are largely unknown to the general public, though mills are sometimes used in matters of tax levies, and gasoline prices are usually in the form of $X.XX9 per gallon, e.g., $3.599, sometimes written as $3.599⁄10. When currently issued in circulating form, denominations equal to or less than a dollar are emitted as U.S. coins while denominations equal to or greater than a dollar are emitted as Federal Reserve notes (with the exception of gold, silver and platinum coins valued up to $100 as legal tender, but worth far more as bullion). Both one-dollar coins and notes are produced today, although the note form is significantly more common. In the past, ""paper money"" was occasionally issued in denominations less than a dollar (fractional currency) and gold coins were issued for circulation up to the value of $20 (known as the ""double eagle"", discontinued in the 1930s). The term eagle was used in the Coinage Act of 1792 for the denomination of ten dollars, and subsequently was used in naming gold coins. Paper currency less than one dollar in denomination, known as ""fractional currency"", was also sometimes pejoratively referred to as ""shinplasters"". In 1854, James Guthrie, then Secretary of the Treasury, proposed creating $100, $50 and $25 gold coins, which were referred to as a ""Union"", ""Half Union"", and ""Quarter Union"", thus implying a denomination of 1 Union = $100.","['What is the US dollar based upon?', 'How much monetary value does a dime hold?', 'How much was a union going to be worth as proposed in the 1800s?', 'What was the maximum value a gold coin used to be able to have?', 'In what legislation was the term ""eagle"" used?', 'What is the Union based upon?', 'How much monetary value does a treasury hold?', 'How much was a union going to be worth as proposed in the 1900s?', 'What was the maximum value paper money used to be able to have?', 'In what legislation was the term ""denomination"" used?']","[[{'text': 'a decimal system of values', 'answer_start': 63}], [{'text': 'one-tenth of a dollar', 'answer_start': 275}], [{'text': 'one hundred dollars', 'answer_start': 439}], [{'text': '$20', 'answer_start': 1542}], [{'text': 'Coinage Act of 1792', 'answer_start': 1635}], [], [], [], [], []]"
127,"The Royal College of Chemistry was established by private subscription in 1845 as there was a growing awareness that practical aspects of the experimental sciences were not well taught and that in the United Kingdom the teaching of chemistry in particular had fallen behind that in Germany. As a result of a movement earlier in the decade, many politicians donated funds to establish the college, including Benjamin Disraeli, William Gladstone and Robert Peel. It was also supported by Prince Albert, who persuaded August Wilhelm von Hofmann to be the first professor.","['When was the Royal College of Chemistry established?', 'Which politicians donated funds to establish the Royal College of Chemistry?', 'Who was the first professor of the Royal College of Chemistry?', 'Why was the Royal College of Chemistry founded?', 'Who supported the Royal College of Chemistry?', 'When was the Royal College of Chemistry established?', 'What was not well taught that led to the founding of the Royal College of Chemistry?', 'Which country was ahead of the United Kingdom in the teaching of chemistry?', 'Which Prince supported the establishment of the college?', 'Who was the first professor of the college?', 'What college was established by private donations in 1845?', 'What subject was Germany behind the UK in teaching?', 'Who appealed for public funding of the college?', 'Who requested to be the first professor?']","[[{'text': '1845', 'answer_start': 74}], [{'text': 'Benjamin Disraeli, William Gladstone and Robert Peel', 'answer_start': 407}], [{'text': 'August Wilhelm von Hofmann', 'answer_start': 515}], [{'text': 'in the United Kingdom the teaching of chemistry in particular had fallen behind that in Germany', 'answer_start': 194}], [{'text': 'Prince Albert', 'answer_start': 486}], [{'text': '1845', 'answer_start': 74}], [{'text': 'practical aspects of the experimental sciences', 'answer_start': 117}], [{'text': 'Germany', 'answer_start': 282}], [{'text': 'Prince Albert', 'answer_start': 486}], [{'text': 'August Wilhelm von Hofmann', 'answer_start': 515}], [], [], [], []]"
128,"In 1636 George, Duke of Brunswick-Lüneburg, ruler of the Brunswick-Lüneburg principality of Calenberg, moved his residence to Hanover. The Dukes of Brunswick-Lüneburg were elevated by the Holy Roman Emperor to the rank of Prince-Elector in 1692, and this elevation was confirmed by the Imperial Diet in 1708. Thus the principality was upgraded to the Electorate of Brunswick-Lüneburg, colloquially known as the Electorate of Hanover after Calenberg's capital (see also: House of Hanover). Its electors would later become monarchs of Great Britain (and from 1801, of the United Kingdom of Great Britain and Ireland). The first of these was George I Louis, who acceded to the British throne in 1714. The last British monarch who ruled in Hanover was William IV. Semi-Salic law, which required succession by the male line if possible, forbade the accession of Queen Victoria in Hanover. As a male-line descendant of George I, Queen Victoria was herself a member of the House of Hanover. Her descendants, however, bore her husband's titular name of Saxe-Coburg-Gotha. Three kings of Great Britain, or the United Kingdom, were concurrently also Electoral Princes of Hanover.","['Where did the Duke of Brunswick-Lüneburg move his residence to?', 'Who elevated the status of the Dukes of Brunswick-Lüneburg?', 'Who confirmed the elevation of the Dukes of Brunswick-Lüneburg in 1708?', 'Which other nation would the electors of Hanover become monarchs of?', 'Who was the first elector from Hanover to sit on the British throne?', 'What Duke moved to Hanover in 1736?', 'Who elevated the Duke of Brunswick to the rank of Prince?', 'Who was the last Elector of Hanover to sit on the British throne?', 'Who abdicated the British throne in 1714?', 'What other title did three queens of Great Britain with United kingdom also hold?']","[[{'text': 'Hanover', 'answer_start': 126}], [{'text': 'Holy Roman Emperor', 'answer_start': 188}], [{'text': 'Imperial Diet', 'answer_start': 286}], [{'text': 'Great Britain', 'answer_start': 533}], [{'text': 'George I Louis', 'answer_start': 639}], [], [], [], [], []]"
129,"Emotions are complex. According to some theories, they are a state of feeling that results in physical and psychological changes that influence our behavior. The physiology of emotion is closely linked to arousal of the nervous system with various states and strengths of arousal relating, apparently, to particular emotions. Emotion is also linked to behavioral tendency. Extroverted people are more likely to be social and express their emotions, while introverted people are more likely to be more socially withdrawn and conceal their emotions. Emotion is often the driving force behind motivation, positive or negative. Definition has been described as is a ""positive or negative experience that is associated with a particular pattern of physiological activity."" According to other theories, emotions are not causal forces but simply syndromes of components, which might include motivation, feeling, behavior, and physiological changes, but no one of these components is the emotion. Nor is the emotion an entity that causes these components","[""What system of the body is related to emotion's physiology?"", 'What sorts of people are more likely to be emotionally expressive?', 'What type of people hide their emotions?', 'What is emotion frequently responsible for driving?', 'Along with physical changes, what sort of changes do emotions sometimes cause?', "" What system of the body is not related to emotion's physiology?"", ' What sorts of people are less likely to be emotionally expressive?', ' What type of people show their emotions?', ' What is emotion infrequently responsible for driving?', 'Along with physical changes, what sort of changes do emotions never cause?']","[[{'text': 'nervous', 'answer_start': 220}], [{'text': 'Extroverted', 'answer_start': 373}], [{'text': 'introverted', 'answer_start': 455}], [{'text': 'motivation', 'answer_start': 590}], [{'text': 'psychological', 'answer_start': 107}], [], [], [], [], []]"
130,"Everton were founder members of the Premier League in 1992, but struggled to find the right manager. Howard Kendall had returned in 1990 but could not repeat his previous success, while his successor, Mike Walker, was statistically the least successful Everton manager to date. When former Everton player Joe Royle took over in 1994 the club's form started to improve; his first game in charge was a 2–0 victory over derby rivals Liverpool. Royle dragged Everton clear of relegation, leading the club to the FA Cup for the fifth time in its history, defeating Manchester United 1–0 in the final.","['When was Everton admitted as a member of the Premier League?', 'What year did Howard Kendall return to manage Everton?', ""Who replaced Howard Kendall as Everton's manager?"", 'What year did former Everton player Joe Royle take over managing the club?', 'What was the score in the first Everton game managed by Joe Royle?', ""Who was Everton's first manager after founding the Premier League?"", 'In what year did Howard Kendall start his first stint managing Everton?', 'In what year was Mike Walker made Everton manager?', ""What was the score of Howard Kendall's first game managing Everton?"", ""What was the score of Mike Walker's first game managing Everton?""]","[[{'text': '1992', 'answer_start': 54}], [{'text': '1990', 'answer_start': 132}], [{'text': 'Mike Walker', 'answer_start': 201}], [{'text': '1994', 'answer_start': 328}], [{'text': '2–0', 'answer_start': 400}], [], [], [], [], []]"
131,"Old English (Ænglisc, Anglisc, Englisc) or Anglo-Saxon is the earliest historical form of the English language, spoken in England and southern and eastern Scotland in the early Middle Ages. It was brought to Great Britain by Anglo-Saxon settlers probably in the mid 5th century, and the first Old English literary works date from the mid 7th century. After the Norman Conquest of 1066, English was replaced for a time as the language of the upper classes by Anglo-Norman, a relative of French, and Old English developed into the next historical form of English, known as Middle English.","[""What is the name of the English language's earliest form?"", 'In what parts of Scotland was Old English spoken?', 'in what historical period was Old English spoken?', 'What people brought Old English to Britain?', 'What language developed from Old English?', 'What is the oldest form of Anglo-Saxon?', 'What language first developed in Great Britain during the Middle Ages?', ""Who came to Great Britain in the 500's?"", ""What writing dates back to the mid 700's?""]","[[{'text': 'Old English', 'answer_start': 0}], [{'text': 'southern and eastern', 'answer_start': 134}], [{'text': 'the early Middle Ages', 'answer_start': 167}], [{'text': 'Anglo-Saxon settlers', 'answer_start': 225}], [{'text': 'Middle English', 'answer_start': 571}], [], [], [], []]"
132,"A fleet carrier is intended to operate with the main fleet and usually provides an offensive capability. These are the largest carriers capable of fast speeds. By comparison, escort carriers were developed to provide defense for convoys of ships. They were smaller and slower with lower numbers of aircraft carried. Most were built from mercantile hulls or, in the case of merchant aircraft carriers, were bulk cargo ships with a flight deck added on top. Light aircraft carriers were carriers that were fast enough to operate with the fleet but of smaller size with reduced aircraft capacity. Soviet aircraft carriers now in use by Russia are actually called heavy aviation cruisers, these ships while sized in the range of large fleet carriers were designed to deploy alone or with escorts and provide both strong defensive weaponry and heavy offensive missiles equivalent to a guided missile cruiser in addition to supporting fighters and helicopters.","['What type of carrier is the largest?', 'What capability does a fleet carrier offer?', 'What purpose were excort carriers developed for?', 'What were most escort carriers built from?', 'What are the soviet aircraft carriers used by Russia actually called?', 'What type of carrier is the smallest?', 'What capability does a fleet carrier not offer?', 'What purpose were export carriers developed for?', 'What were few escort carriers built from?', 'What are the soviet aircraft carriers used by Germany actually called?']","[[{'text': 'fleet carrier', 'answer_start': 2}], [{'text': 'offensive', 'answer_start': 83}], [{'text': 'to provide defense for convoys of ships', 'answer_start': 206}], [{'text': 'mercantile hulls', 'answer_start': 337}], [{'text': 'heavy aviation cruisers', 'answer_start': 660}], [], [], [], [], []]"
133,"In 2007, two FAA whistleblowers, inspectors Charalambe ""Bobby"" Boutris and Douglas E. Peters, alleged that Boutris said he attempted to ground Southwest after finding cracks in the fuselage, but was prevented by supervisors he said were friendly with the airline. This was validated by a report by the Department of Transportation which found FAA managers had allowed Southwest Airlines to fly 46 airplanes in 2006 and 2007 that were overdue for safety inspections, ignoring concerns raised by inspectors. Audits of other airlines resulted in two airlines grounding hundreds of planes, causing thousands of flight cancellations. The House Transportation and Infrastructure Committee held hearings in April 2008. Jim Oberstar, former chairman of the committee said its investigation uncovered a pattern of regulatory abuse and widespread regulatory lapses, allowing 117 aircraft to be operated commercially although not in compliance with FAA safety rules. Oberstar said there was a ""culture of coziness"" between senior FAA officials and the airlines and ""a systematic breakdown"" in the FAA's culture that resulted in ""malfeasance, bordering on corruption."" In 2008 the FAA proposed to fine Southwest $10.2 million for failing to inspect older planes for cracks, and in 2009 Southwest and the FAA agreed that Southwest would pay a $7.5 million penalty and would adopt new safety procedures, with the fine doubling if Southwest failed to follow through.","['When did two whisleblowers allege that Boutris  attempted to ground Southwest Airlines?', 'How many planes did the FAA managers allow to fly in 2006 and 2007 that were overdue for safety inspections?', 'How much did the FAA propose to fine Southwest for failing to inspect older planes?', ""What former chairman of the committee said it's investigation uncovered a pattern of regulatory abuse?"", 'How many planes were allowed to be operated commercially although not in compliance with FAA safety regulations?', 'Why did Boutris say Peters attempted to ground Southwest?', 'How many aircrafts were operated commercially that were in compliance with FAA safety rules?', 'How much did Southwest pay in penalties for not adopting new safety procedures?', 'How many other airlines were audited?']","[[{'text': '2007', 'answer_start': 3}], [{'text': '46', 'answer_start': 394}], [{'text': '$10.2 million', 'answer_start': 1200}], [{'text': 'Jim Oberstar', 'answer_start': 712}], [{'text': '117', 'answer_start': 865}], [], [], [], []]"
